Review_Title,Review_Text,Verified_Buyer,Review_Date,Review_Location,Review_Upvotes,Review_Downvotes,Product,Brand,Scrape_Date
Favourite!,"1 d ago One of my favorite skin care products, gentle enough to use daily and does a great job of exfoliating my skin. A staple in my skincare routine. This has helped clear my skin up so good. Huge fan",No,1 year ago,Ca,0,0,Daily Microfoliant,Dermalogica,3/27/23
Hate the smell,"Dermalogica Hydro Masque Exfoliant not only doesn't give you a specific set of instructions, it smells awful too. Prior to first use, I checked for the instructions. Surprisingly, the only thing I could find was a website. It stated there were multiple ways to use this. Not helpful while in the shower. So, I used it as a normal exfoliate. I have oily/dry combo skin and this made the oily parts worse and did not help the dry parts either. The smell is similar to cantaloupe, and it sticks on you afterwards. Severely disappointed and would not recommend.",No,2 years ago,"Bismarck, ND",0,0,Hydro Masque Exfoliant,Dermalogica,3/27/23
Amazing product,"This product leaves your skin looking smooth and hydrated . It also has a light scent of cucumber and bamboo. It's convenient for those on a time crunch, as it only takes 5 minutes to work it magic. I received this as complimentary product.",No,2 years ago,Los Angeles,0,0,Hydro Masque Exfoliant,Dermalogica,3/27/23
Would absolutely buy this again,"This product is wonderful! Some masks you have to keep on for at least 10 minutes, this one takes 5 minutes so if you are in a hurry this one is perfect. Also it makes your skin feel extremely soft afterwards. I did have a small breakout after using it for the first time but that just means that it's getting out the impurities.",No,2 years ago,"Orlando, Fl",0,0,Hydro Masque Exfoliant,Dermalogica,3/27/23
I use it three times,"I use it three times a week, and the benefits are visible. It's a self-care practice that I look forward to.",No,6 months ago,Undisclosed,0,0,Multi-Vitamin Thermafoliant,Dermalogica,3/27/23
"Great, love the product and","Great, love the product and it's ingredients.",Yes,11 months ago,Undisclosed,0,0,Hydro Masque Exfoliant,Dermalogica,3/27/23
Amazing Exfoliating Scrub!,I started using this product over a year ago and now I can't make it through my day without it! It is super exfoliating but gentle enough for everyday use! It completely refreshes my skin. I have horrible hyper-pigmentation and discoloration around my mouth and chin and tons of ruptured capillaries on my upper cheeks and it really helps ease the problem areas and makes my skin softer to be able to hold a good moisturizer.,Yes,5 years ago,Crest Hill Illinois,0,0,Daily Microfoliant,Dermalogica,3/27/23
LOVE IT!,"This product is exceptional. I have older skin, dry, flaky and bumpy. This heated exfoliant makes all the difference! Smoother, softer and less prone to dryness. Love it!",No,6 months ago,Undisclosed,0,0,Multi-Vitamin Thermafoliant,Dermalogica,3/27/23
Amazing product,"This product leaves your skin looking smooth and hydrated . It also has a light scent of cucumber and bamboo. It's convenient for those on a time crunch, as it only takes 5 minutes to work it magic. I received this as complimentary product.",No,2 years ago,Los Angeles,0,0,Hydro Masque Exfoliant,Dermalogica,3/27/23
I LOVE this exfoliator!!,"This Dermalogica Powder exfoliant is so great! I love how easy it is to use. All I have to do is add a drop of water and mix it in my hand. I was able to use this sample several times since it didn't have water added you get more product in a bottle. I absolutely loved how soft, smooth and clean my face felt. I would absolutely recommend this product to anyone.",No,4 months ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Strange texture,I received this as a gift with purchase. The results were good but I didn't enjoy the texture of the product. Felt like I was chasing the beads around my face! Might be good for others just not one for me,No,11 months ago,Undisclosed,0,0,Hydro Masque Exfoliant,Dermalogica,3/27/23
Had hard time with it in the beginning,I guess I didn't really understand you shouldn't use it every day. I'm using it once a week now and it brighten my face a lot. It is giving a feeling of oily face.,No,1 year ago,Undisclosed,0,0,Hydro Masque Exfoliant,Dermalogica,3/27/23
Great Exfoliator,Bought the travel size after my esthetician used on me during a recent facial. Forgot how much I loved this product and brand! I don't use daily as it's suggested but can use every other day with excellent results. My skin is a little brighter and no sensitive at all.,Yes,8 months ago,"Boulder, CO",2,0,Daily Microfoliant,Dermalogica,3/27/23
Liked but not loved,I bought this after getting my facial done and it works wonderfully. It has helped my skin stay balanced as well giving it a boost of hydration after washing. It also leaves my skin noticeably brighter which I love. Only think I don't love is that it's a powder. I have mix it in the palm of my hand with water and I always end up accidentally pouring too much powder so it feels like I'm wasting it :/ Over all I like this product and will definitely be buying it agin.,Yes,4 years ago,"Nanuet, NY",0,0,Daily Microfoliant,Dermalogica,3/27/23
Awesome product,This product is pricy but it's a great investment! I have only been using it for a week and I can tell a huge difference. It makes my face look bright and smooth! I will continue to buy thos product.,Yes,6 years ago,"Houston, Texas",1,0,Daily Microfoliant,Dermalogica,3/27/23
Definetly Yes,"I have no words how impressed I am with @dermalogica products! The Skin Smoothing Cream #1 best-selling moisturizer from them will leave you face beautiful and smooth! The PreCleanse Balm is brand New and again they did it 👏👏... The first Daily Superfoliant 😻 I didn't know that exist a daily scrub that I can use it gentle on my skin! I highly recommend all @dermalogica products, this products are doing magic on your skin! No matter the age this is the best gift for every woman!!!",No,5 years ago,London,0,0,Daily Superfoliant,Dermalogica,3/27/23
Recommended after a facial. Too soon to tell results,Love all dermologica products! Still waiting to see results with this one,Yes,6 years ago,Concord,0,3,Multi-Vitamin Thermafoliant,Dermalogica,3/27/23
Total game changer!,"I adore this product from my first impressions, I've neen using it for about 2 weeks now and I notice my skin feels instantly different, in a good way, after using it! I firstly cleanse with my usual cleanser and then go in with this second! I like to dampen my face and then my hands too before pouring a little of the powder into my hand and mixing it into a paste! I then apply it in circular motions before rinsing it off! I notice straight away my face feels slightly tighter and a whole lot fresher",No,5 years ago,Hereford,0,0,Daily Superfoliant,Dermalogica,3/27/23
This product!! OMGGG!!,"This product is like the best investment you can ever have. It made my skin so soft. It's super gentle on the skin. I have been using st. Ives exfoliant scrub since I was like 13/14 and I am now 29 the beads are super rough and felt too rough on the skin, but no other exfoliant could get me to switch, until I met dermalogica. I have always heard good things about this product but thought it was way too expensive. Then I received it in a sample size as a birthday gift from ulta and since then I was sold. I will never ever in my life switch back to any other exfoliant. The powder exfoliates and dissolves as you go. Does not feel like sand at all. 💜💜 I am obsessed!",Yes,2 years ago,"Rialto,CA",0,0,Daily Microfoliant,Dermalogica,3/27/23
I have used this product for years.,I use it weekly to keep my skin looking young.,Yes,8 years ago,Longview WA,0,0,Multi-Vitamin Thermafoliant,Dermalogica,3/27/23
Totally found my best friend,Finally after twenty five years I've found my best friend. I've been a faithful Dermalogica consumer for twenty five years. THANK YOU & PLEASE DON'T CHANGE FORMULA ITS PERFECT FOR DRY AGING HYPER SENSITIVE SKIN.,Yes,4 years ago,Phoenix AZ,2,0,Daily Superfoliant,Dermalogica,3/27/23
Love it,The powder form was new to me. But I love this stuff. Great exfoliate without the irritation.,Yes,5 years ago,"Port Saint Lucie, Florida",0,0,Daily Microfoliant,Dermalogica,3/27/23
AMAZING,I really love this product! Many of the woman at the store recommended it and I'm thankful I listened to them. It is incredible!,Yes,5 years ago,Bloomington,0,0,Daily Microfoliant,Dermalogica,3/27/23
A great gentle exfoliant,"I've been loving every product I try from Dermalogica and they always feel high end and luxurious. The packaging always does as well, it feels heavyweight and sturdy. I love that their products are professional grade yet still cruelty free. This is a great gentle scrub that has been especially nice for my dull winter skin. It gives you instant extra glow and helps skincare and face products apply much more smoothly - you don't realize how rough your face can be until you use a gentle scrub like this! Definitely a nice 'treat yourself' / 'spa day' type of item. This product was gifted in exchanged for my honest review.",No,1 year ago,New England,1,0,Daily Microfoliant,Dermalogica,3/27/23
Love this mask,I just used my fingers and rubbed mask on clean damp skin. Left on for 5 mins and then wet fingers and rubbed it into my skin and then rinsed off. My skin was left feeling so soft and smooth and looking great. The texture of the mask has little spheres and it smells great. I would definitely recommend giving it a try!,No,2 years ago,Iowa,0,0,Hydro Masque Exfoliant,Dermalogica,3/27/23
Staple in my skincare routine,This is now my third bottle of this. I will repurchase again and again. I have very sensitive and acne prone skin and this does NOT break me out in anyway. I use this nightly to remove any gunk from the day and it leave my skin so soft and smooth and I feel has made a huge difference in the texture on my skin and the way my makeup applies now. LOVE LOVE LOVE,Yes,2 months ago,Alabaster Alabama,4,0,Daily Microfoliant,Dermalogica,3/27/23
I would buy this product again,Great on sensitive skin,Yes,5 years ago,"Clearwater, FL",0,0,Daily Microfoliant,Dermalogica,3/27/23
It's awesome .,It's awesome .,Yes,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
